Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
instructor,1065,14,191,145,video7_6_3_shot8.jpg,1280,720
table,188,127,907,536,video7_6_3_shot8.jpg,1280,720
header,151,6,291,56,video7_6_4_shot14.jpg,1280,720
title,112,93,715,89,video7_6_4_shot14.jpg,1280,720
header,680,45,221,17,video7_6_4_shot14.jpg,1280,720
footer,120,683,66,19,video7_6_4_shot14.jpg,1280,720
figure,661,427,353,88,video7_6_4_shot14.jpg,1280,720
diagram,97,188,796,487,video7_6_4_shot14.jpg,1280,720
instructor,1011,378,268,341,video7_6_4_shot14.jpg,1280,720
header,146,5,299,59,video7_6_4_shot18.jpg,1280,720
header,678,43,227,20,video7_6_4_shot18.jpg,1280,720
title,115,109,475,41,video7_6_4_shot18.jpg,1280,720
chart,610,74,400,597,video7_6_4_shot18.jpg,1280,720
figure,98,161,210,50,video7_6_4_shot18.jpg,1280,720
figure,96,228,290,94,video7_6_4_shot18.jpg,1280,720
text box,96,333,506,297,video7_6_4_shot18.jpg,1280,720
footer,116,682,72,20,video7_6_4_shot18.jpg,1280,720
instructor,988,385,290,334,video7_6_4_shot18.jpg,1280,720
text box,343,199,550,124,video7_6_4_shot19.jpg,1280,720
text box,346,439,556,34,video7_6_4_shot19.jpg,1280,720
title,119,108,198,48,video7_6_4_shot19.jpg,1280,720
header,148,5,296,58,video7_6_4_shot19.jpg,1280,720
header,678,43,225,18,video7_6_4_shot19.jpg,1280,720
footer,117,683,70,18,video7_6_4_shot19.jpg,1280,720
instructor,992,388,286,331,video7_6_4_shot19.jpg,1280,720
picture,83,169,212,488,video7_6_4_shot19.jpg,1280,720
header,150,7,294,52,video7_6_4_shot2.jpg,1280,720
header,680,45,222,17,video7_6_4_shot2.jpg,1280,720
footer,117,684,69,17,video7_6_4_shot2.jpg,1280,720
instructor,965,377,314,342,video7_6_4_shot2.jpg,1280,720
title,133,124,413,44,video7_6_4_shot2.jpg,1280,720
text box,122,288,829,67,video7_6_4_shot2.jpg,1280,720
text box,122,373,848,105,video7_6_4_shot2.jpg,1280,720
text box,121,491,814,75,video7_6_4_shot2.jpg,1280,720
text box,119,201,832,68,video7_6_4_shot2.jpg,1280,720
header,150,7,294,52,video7_6_4_shot5.jpg,1280,720
header,680,45,222,17,video7_6_4_shot5.jpg,1280,720
footer,119,684,67,17,video7_6_4_shot5.jpg,1280,720
title,121,109,724,45,video7_6_4_shot5.jpg,1280,720
text box,120,203,755,28,video7_6_4_shot5.jpg,1280,720
text box,120,248,795,66,video7_6_4_shot5.jpg,1280,720
text box,120,336,843,104,video7_6_4_shot5.jpg,1280,720
instructor,1002,387,277,332,video7_6_4_shot5.jpg,1280,720
header,150,7,294,52,video7_6_4_shot6.jpg,1280,720
header,680,45,222,17,video7_6_4_shot6.jpg,1280,720
footer,119,684,67,17,video7_6_4_shot6.jpg,1280,720
title,121,109,724,45,video7_6_4_shot6.jpg,1280,720
text box,120,203,755,28,video7_6_4_shot6.jpg,1280,720
text box,120,248,795,66,video7_6_4_shot6.jpg,1280,720
text box,120,336,843,104,video7_6_4_shot6.jpg,1280,720
instructor,1000,378,279,341,video7_6_4_shot6.jpg,1280,720
text box,119,457,838,109,video7_6_4_shot6.jpg,1280,720
header,151,6,291,56,video7_6_4_shot7.jpg,1280,720
title,122,109,422,44,video7_6_4_shot7.jpg,1280,720
header,680,45,221,17,video7_6_4_shot7.jpg,1280,720
text box,118,182,802,65,video7_6_4_shot7.jpg,1280,720
text box,119,273,580,27,video7_6_4_shot7.jpg,1280,720
diagram,203,357,620,232,video7_6_4_shot7.jpg,1280,720
text box,80,611,506,59,video7_6_4_shot7.jpg,1280,720
footer,120,683,66,19,video7_6_4_shot7.jpg,1280,720
instructor,1005,383,274,336,video7_6_4_shot7.jpg,1280,720
header,151,6,291,56,video7_6_4_shot8.jpg,1280,720
title,110,93,717,89,video7_6_4_shot8.jpg,1280,720
header,680,45,221,17,video7_6_4_shot8.jpg,1280,720
footer,120,683,66,19,video7_6_4_shot8.jpg,1280,720
instructor,995,378,284,341,video7_6_4_shot8.jpg,1280,720
figure,655,427,359,88,video7_6_4_shot8.jpg,1280,720
diagram,97,188,821,487,video7_6_4_shot8.jpg,1280,720
header,148,5,298,56,video7_6_5_shot11.jpg,1280,720
header,679,43,225,18,video7_6_5_shot11.jpg,1280,720
title,119,108,624,48,video7_6_5_shot11.jpg,1280,720
footer,119,683,67,19,video7_6_5_shot11.jpg,1280,720
instructor,997,387,282,332,video7_6_5_shot11.jpg,1280,720
text box,131,194,423,38,video7_6_5_shot11.jpg,1280,720
text box,132,238,813,68,video7_6_5_shot11.jpg,1280,720
header,148,5,298,56,video7_6_5_shot12.jpg,1280,720
header,679,43,225,18,video7_6_5_shot12.jpg,1280,720
title,119,108,625,48,video7_6_5_shot12.jpg,1280,720
footer,119,683,67,19,video7_6_5_shot12.jpg,1280,720
instructor,1002,378,277,341,video7_6_5_shot12.jpg,1280,720
text box,131,194,423,38,video7_6_5_shot12.jpg,1280,720
text box,132,238,813,68,video7_6_5_shot12.jpg,1280,720
text box,133,317,845,66,video7_6_5_shot12.jpg,1280,720
header,148,5,298,56,video7_6_5_shot13.jpg,1280,720
header,679,43,225,18,video7_6_5_shot13.jpg,1280,720
title,119,108,625,48,video7_6_5_shot13.jpg,1280,720
footer,119,683,70,19,video7_6_5_shot13.jpg,1280,720
instructor,991,386,288,333,video7_6_5_shot13.jpg,1280,720
text box,131,194,423,38,video7_6_5_shot13.jpg,1280,720
text box,132,238,813,68,video7_6_5_shot13.jpg,1280,720
text box,133,317,845,66,video7_6_5_shot13.jpg,1280,720
text box,135,396,827,69,video7_6_5_shot13.jpg,1280,720
header,148,5,298,56,video7_6_5_shot14.jpg,1280,720
header,679,43,225,18,video7_6_5_shot14.jpg,1280,720
title,119,108,625,48,video7_6_5_shot14.jpg,1280,720
footer,119,683,70,19,video7_6_5_shot14.jpg,1280,720
instructor,991,391,288,328,video7_6_5_shot14.jpg,1280,720
text box,131,194,423,38,video7_6_5_shot14.jpg,1280,720
text box,132,238,813,68,video7_6_5_shot14.jpg,1280,720
text box,133,317,845,66,video7_6_5_shot14.jpg,1280,720
text box,135,396,827,69,video7_6_5_shot14.jpg,1280,720
text box,134,516,441,37,video7_6_5_shot14.jpg,1280,720
handwriting,548,401,394,272,video7_6_5_shot14.jpg,1280,720
header,148,5,298,56,video7_6_5_shot16.jpg,1280,720
header,679,43,225,18,video7_6_5_shot16.jpg,1280,720
title,119,108,387,48,video7_6_5_shot16.jpg,1280,720
footer,119,683,70,19,video7_6_5_shot16.jpg,1280,720
instructor,1002,381,277,338,video7_6_5_shot16.jpg,1280,720
text box,131,194,792,79,video7_6_5_shot16.jpg,1280,720
header,148,5,298,56,video7_6_5_shot17.jpg,1280,720
header,679,43,225,18,video7_6_5_shot17.jpg,1280,720
title,119,108,387,48,video7_6_5_shot17.jpg,1280,720
footer,119,683,70,19,video7_6_5_shot17.jpg,1280,720
instructor,990,388,289,331,video7_6_5_shot17.jpg,1280,720
text box,131,194,792,79,video7_6_5_shot17.jpg,1280,720
text box,131,289,850,36,video7_6_5_shot17.jpg,1280,720
header,148,5,295,58,video7_6_5_shot2.jpg,1280,720
header,677,42,226,19,video7_6_5_shot2.jpg,1280,720
title,116,109,450,45,video7_6_5_shot2.jpg,1280,720
text box,120,172,728,72,video7_6_5_shot2.jpg,1280,720
instructor,1010,382,269,337,video7_6_5_shot2.jpg,1280,720
text box,121,266,814,119,video7_6_5_shot2.jpg,1280,720
footer,119,682,68,20,video7_6_5_shot2.jpg,1280,720
header,148,5,295,58,video7_6_5_shot3.jpg,1280,720
header,677,42,226,19,video7_6_5_shot3.jpg,1280,720
title,116,109,450,45,video7_6_5_shot3.jpg,1280,720
text box,120,172,728,72,video7_6_5_shot3.jpg,1280,720
instructor,1003,383,276,336,video7_6_5_shot3.jpg,1280,720
text box,121,266,814,119,video7_6_5_shot3.jpg,1280,720
text box,121,412,825,146,video7_6_5_shot3.jpg,1280,720
footer,119,682,68,20,video7_6_5_shot3.jpg,1280,720
header,148,5,295,58,video7_6_5_shot4.jpg,1280,720
header,677,42,226,19,video7_6_5_shot4.jpg,1280,720
title,116,109,450,45,video7_6_5_shot4.jpg,1280,720
text box,120,172,728,72,video7_6_5_shot4.jpg,1280,720
instructor,1022,389,257,330,video7_6_5_shot4.jpg,1280,720
text box,121,266,814,119,video7_6_5_shot4.jpg,1280,720
text box,121,412,825,146,video7_6_5_shot4.jpg,1280,720
text box,121,586,744,79,video7_6_5_shot4.jpg,1280,720
footer,119,682,68,20,video7_6_5_shot4.jpg,1280,720
header,148,5,298,56,video7_6_5_shot6.jpg,1280,720
header,679,43,225,18,video7_6_5_shot6.jpg,1280,720
title,119,108,557,48,video7_6_5_shot6.jpg,1280,720
footer,119,683,67,19,video7_6_5_shot6.jpg,1280,720
instructor,997,382,280,337,video7_6_5_shot6.jpg,1280,720
text box,135,196,802,78,video7_6_5_shot6.jpg,1280,720
text box,135,286,807,81,video7_6_5_shot6.jpg,1280,720
text box,137,382,745,35,video7_6_5_shot6.jpg,1280,720
header,148,5,298,56,video7_6_5_shot9.jpg,1280,720
header,679,43,225,18,video7_6_5_shot9.jpg,1280,720
title,119,108,757,48,video7_6_5_shot9.jpg,1280,720
footer,119,683,67,19,video7_6_5_shot9.jpg,1280,720
instructor,1003,382,276,337,video7_6_5_shot9.jpg,1280,720
text box,76,645,143,18,video7_6_5_shot9.jpg,1280,720
diagram,212,258,261,196,video7_6_5_shot9.jpg,1280,720
text box,219,491,274,131,video7_6_5_shot9.jpg,1280,720
header,124,10,294,56,video7_7_1_shot11.jpg,1280,720
header,649,44,221,24,video7_7_1_shot11.jpg,1280,720
footer,95,675,76,19,video7_7_1_shot11.jpg,1280,720
instructor,955,379,308,339,video7_7_1_shot11.jpg,1280,720
chart,406,129,588,438,video7_7_1_shot11.jpg,1280,720
title,93,93,254,205,video7_7_1_shot11.jpg,1280,720
text box,57,600,499,62,video7_7_1_shot11.jpg,1280,720
header,130,10,288,56,video7_7_1_shot12.jpg,1280,720
header,649,44,221,24,video7_7_1_shot12.jpg,1280,720
footer,95,675,76,19,video7_7_1_shot12.jpg,1280,720
instructor,954,394,319,324,video7_7_1_shot12.jpg,1280,720
title,97,111,493,39,video7_7_1_shot12.jpg,1280,720
chart,145,164,752,494,video7_7_1_shot12.jpg,1280,720
handwriting,707,264,118,36,video7_7_1_shot12.jpg,1280,720
handwriting,806,427,85,30,video7_7_1_shot12.jpg,1280,720
header,124,10,294,56,video7_7_1_shot2.jpg,1280,720
header,649,44,225,22,video7_7_1_shot2.jpg,1280,720
footer,95,674,76,19,video7_7_1_shot2.jpg,1280,720
instructor,976,375,293,344,video7_7_1_shot2.jpg,1280,720
title,97,108,413,50,video7_7_1_shot2.jpg,1280,720
text box,97,201,596,32,video7_7_1_shot2.jpg,1280,720
text box,95,248,597,36,video7_7_1_shot2.jpg,1280,720
text box,98,292,635,29,video7_7_1_shot2.jpg,1280,720
header,124,10,294,56,video7_7_1_shot3.jpg,1280,720
header,649,44,225,22,video7_7_1_shot3.jpg,1280,720
footer,95,674,76,19,video7_7_1_shot3.jpg,1280,720
instructor,976,375,287,344,video7_7_1_shot3.jpg,1280,720
title,100,108,403,50,video7_7_1_shot3.jpg,1280,720
text box,97,201,439,29,video7_7_1_shot3.jpg,1280,720
text box,97,271,809,37,video7_7_1_shot3.jpg,1280,720
text box,96,387,818,137,video7_7_1_shot3.jpg,1280,720
text box,55,600,502,63,video7_7_1_shot3.jpg,1280,720
header,130,10,288,56,video7_7_1_shot4.jpg,1280,720
header,649,49,225,17,video7_7_1_shot4.jpg,1280,720
footer,95,676,76,21,video7_7_1_shot4.jpg,1280,720
instructor,976,381,286,338,video7_7_1_shot4.jpg,1280,720
title,100,112,403,46,video7_7_1_shot4.jpg,1280,720
text box,97,201,807,126,video7_7_1_shot4.jpg,1280,720
text box,96,405,837,107,video7_7_1_shot4.jpg,1280,720
text box,55,600,502,63,video7_7_1_shot4.jpg,1280,720
header,124,10,294,56,video7_7_1_shot5.jpg,1280,720
header,649,44,225,22,video7_7_1_shot5.jpg,1280,720
footer,95,675,76,19,video7_7_1_shot5.jpg,1280,720
instructor,981,382,282,337,video7_7_1_shot5.jpg,1280,720
title,102,127,490,39,video7_7_1_shot5.jpg,1280,720
text box,90,223,815,70,video7_7_1_shot5.jpg,1280,720
header,131,10,287,56,video7_7_1_shot6.jpg,1280,720
header,649,44,225,22,video7_7_1_shot6.jpg,1280,720
footer,95,675,76,19,video7_7_1_shot6.jpg,1280,720
instructor,977,378,285,341,video7_7_1_shot6.jpg,1280,720
title,102,128,489,38,video7_7_1_shot6.jpg,1280,720
text box,90,223,815,70,video7_7_1_shot6.jpg,1280,720
text box,91,341,558,77,video7_7_1_shot6.jpg,1280,720
figure,721,330,146,103,video7_7_1_shot6.jpg,1280,720
header,131,13,284,52,video7_7_2_shot19.jpg,1280,720
header,650,50,216,14,video7_7_2_shot19.jpg,1280,720
title,92,132,654,50,video7_7_2_shot19.jpg,1280,720
text box,59,601,497,62,video7_7_2_shot19.jpg,1280,720
instructor,988,387,284,331,video7_7_2_shot19.jpg,1280,720
footer,98,675,65,19,video7_7_2_shot19.jpg,1280,720
text box,101,230,838,103,video7_7_2_shot19.jpg,1280,720
handwriting,91,342,672,254,video7_7_2_shot19.jpg,1280,720
handwriting,652,367,299,295,video7_7_2_shot19.jpg,1280,720
header,124,10,294,58,video7_7_2_shot2.jpg,1280,720
header,649,44,221,24,video7_7_2_shot2.jpg,1280,720
footer,95,675,76,19,video7_7_2_shot2.jpg,1280,720
instructor,971,382,292,337,video7_7_2_shot2.jpg,1280,720
title,86,135,405,55,video7_7_2_shot2.jpg,1280,720
figure,285,239,444,87,video7_7_2_shot2.jpg,1280,720
text box,56,603,502,61,video7_7_2_shot2.jpg,1280,720
handwriting,757,134,141,55,video7_7_2_shot2.jpg,1280,720
figure,378,405,214,86,video7_7_2_shot2.jpg,1280,720
handwriting,848,293,50,24,video7_7_2_shot2.jpg,1280,720
header,131,13,286,53,video7_7_2_shot22.jpg,1280,720
header,651,50,215,16,video7_7_2_shot22.jpg,1280,720
title,120,156,458,42,video7_7_2_shot22.jpg,1280,720
text box,112,245,181,37,video7_7_2_shot22.jpg,1280,720
text box,113,300,383,30,video7_7_2_shot22.jpg,1280,720
text box,110,353,551,31,video7_7_2_shot22.jpg,1280,720
text box,60,604,497,61,video7_7_2_shot22.jpg,1280,720
footer,100,676,64,18,video7_7_2_shot22.jpg,1280,720
text box,109,407,291,31,video7_7_2_shot22.jpg,1280,720
handwriting,424,415,174,25,video7_7_2_shot22.jpg,1280,720
handwriting,692,191,282,232,video7_7_2_shot22.jpg,1280,720
instructor,981,385,280,334,video7_7_2_shot22.jpg,1280,720
text box,111,459,338,34,video7_7_2_shot22.jpg,1280,720
header,124,10,294,58,video7_7_2_shot4.jpg,1280,720
header,649,44,221,24,video7_7_2_shot4.jpg,1280,720
footer,95,675,76,19,video7_7_2_shot4.jpg,1280,720
instructor,976,381,286,338,video7_7_2_shot4.jpg,1280,720
title,86,135,470,55,video7_7_2_shot4.jpg,1280,720
figure,95,238,212,76,video7_7_2_shot4.jpg,1280,720
chart,352,209,590,455,video7_7_2_shot4.jpg,1280,720
header,124,10,294,58,video7_7_2_shot5.jpg,1280,720
header,649,44,221,24,video7_7_2_shot5.jpg,1280,720
footer,95,675,76,19,video7_7_2_shot5.jpg,1280,720
instructor,968,386,295,333,video7_7_2_shot5.jpg,1280,720
title,86,121,886,54,video7_7_2_shot5.jpg,1280,720
text box,59,598,499,65,video7_7_2_shot5.jpg,1280,720
chart,152,186,329,400,video7_7_2_shot5.jpg,1280,720
chart,525,179,406,407,video7_7_2_shot5.jpg,1280,720
header,152,10,286,52,video7_7_3_shot1.jpg,1280,720
header,675,47,218,15,video7_7_3_shot1.jpg,1280,720
title,351,288,373,37,video7_7_3_shot1.jpg,1280,720
text box,281,440,520,144,video7_7_3_shot1.jpg,1280,720
footer,119,678,65,18,video7_7_3_shot1.jpg,1280,720
instructor,968,367,311,352,video7_7_3_shot1.jpg,1280,720
header,151,10,287,52,video7_7_3_shot15.jpg,1280,720
header,675,47,218,14,video7_7_3_shot15.jpg,1280,720
title,122,111,382,41,video7_7_3_shot15.jpg,1280,720
footer,120,680,64,16,video7_7_3_shot15.jpg,1280,720
instructor,953,377,326,342,video7_7_3_shot15.jpg,1280,720
text box,119,203,842,103,video7_7_3_shot15.jpg,1280,720
header,151,10,287,52,video7_7_3_shot16.jpg,1280,720
header,675,47,218,14,video7_7_3_shot16.jpg,1280,720
title,122,111,382,41,video7_7_3_shot16.jpg,1280,720
footer,120,680,64,16,video7_7_3_shot16.jpg,1280,720
instructor,1022,384,257,335,video7_7_3_shot16.jpg,1280,720
text box,119,203,842,103,video7_7_3_shot16.jpg,1280,720
figure,91,353,406,75,video7_7_3_shot16.jpg,1280,720
figure,140,467,195,75,video7_7_3_shot16.jpg,1280,720
header,151,10,287,52,video7_7_3_shot19.jpg,1280,720
header,675,47,218,14,video7_7_3_shot19.jpg,1280,720
title,122,111,382,41,video7_7_3_shot19.jpg,1280,720
footer,120,680,64,16,video7_7_3_shot19.jpg,1280,720
instructor,1036,381,243,338,video7_7_3_shot19.jpg,1280,720
text box,119,203,842,103,video7_7_3_shot19.jpg,1280,720
figure,91,353,406,75,video7_7_3_shot19.jpg,1280,720
figure,140,467,195,75,video7_7_3_shot19.jpg,1280,720
header,151,10,287,52,video7_7_3_shot20.jpg,1280,720
header,675,47,218,14,video7_7_3_shot20.jpg,1280,720
title,122,111,382,41,video7_7_3_shot20.jpg,1280,720
footer,120,680,64,16,video7_7_3_shot20.jpg,1280,720
instructor,974,369,305,350,video7_7_3_shot20.jpg,1280,720
text box,119,203,842,103,video7_7_3_shot20.jpg,1280,720
figure,91,353,406,75,video7_7_3_shot20.jpg,1280,720
figure,140,467,195,75,video7_7_3_shot20.jpg,1280,720
chart,500,314,492,322,video7_7_3_shot20.jpg,1280,720
text box,600,639,315,25,video7_7_3_shot20.jpg,1280,720
header,151,9,288,55,video7_7_3_shot26.jpg,1280,720
header,675,48,220,15,video7_7_3_shot26.jpg,1280,720
title,112,108,347,94,video7_7_3_shot26.jpg,1280,720
text box,725,111,279,120,video7_7_3_shot26.jpg,1280,720
instructor,964,372,315,349,video7_7_3_shot26.jpg,1280,720
footer,120,679,65,17,video7_7_3_shot26.jpg,1280,720
header,151,9,288,55,video7_7_3_shot27.jpg,1280,720
header,675,48,220,15,video7_7_3_shot27.jpg,1280,720
title,112,108,347,94,video7_7_3_shot27.jpg,1280,720
text box,725,111,279,120,video7_7_3_shot27.jpg,1280,720
footer,120,679,65,17,video7_7_3_shot27.jpg,1280,720
chart,189,106,751,601,video7_7_3_shot27.jpg,1280,720
instructor,1008,375,271,343,video7_7_3_shot27.jpg,1280,720
header,150,8,289,55,video7_7_3_shot73.jpg,1280,720
header,675,47,218,17,video7_7_3_shot73.jpg,1280,720
footer,118,677,66,20,video7_7_3_shot73.jpg,1280,720
title,121,109,280,37,video7_7_3_shot73.jpg,1280,720
picture,707,95,244,131,video7_7_3_shot73.jpg,1280,720
text box,115,267,854,91,video7_7_3_shot73.jpg,1280,720
text box,290,361,692,42,video7_7_3_shot73.jpg,1280,720
instructor,981,371,299,347,video7_7_3_shot73.jpg,1280,720
header,150,5,295,58,video7_7_4_shot13.jpg,1280,720
header,679,44,224,19,video7_7_4_shot13.jpg,1280,720
title,120,108,527,41,video7_7_4_shot13.jpg,1280,720
text box,117,170,781,69,video7_7_4_shot13.jpg,1280,720
figure,189,250,454,89,video7_7_4_shot13.jpg,1280,720
text box,118,361,734,35,video7_7_4_shot13.jpg,1280,720
text box,116,440,824,95,video7_7_4_shot13.jpg,1280,720
text box,119,550,281,27,video7_7_4_shot13.jpg,1280,720
text box,82,610,503,58,video7_7_4_shot13.jpg,1280,720
footer,119,682,67,19,video7_7_4_shot13.jpg,1280,720
instructor,1020,428,259,291,video7_7_4_shot13.jpg,1280,720
picture,903,88,97,97,video7_7_4_shot13.jpg,1280,720
text box,610,516,408,144,video7_7_4_shot13.jpg,1280,720
header,149,4,294,57,video7_7_4_shot15.jpg,1280,720
header,679,45,223,17,video7_7_4_shot15.jpg,1280,720
title,121,112,508,35,video7_7_4_shot15.jpg,1280,720
text box,119,180,621,106,video7_7_4_shot15.jpg,1280,720
figure,300,307,388,85,video7_7_4_shot15.jpg,1280,720
text box,117,449,712,31,video7_7_4_shot15.jpg,1280,720
text box,79,607,507,63,video7_7_4_shot15.jpg,1280,720
footer,118,683,70,17,video7_7_4_shot15.jpg,1280,720
picture,772,108,200,184,video7_7_4_shot15.jpg,1280,720
instructor,1012,427,268,293,video7_7_4_shot15.jpg,1280,720
header,149,4,294,59,video7_7_4_shot19.jpg,1280,720
header,679,45,223,17,video7_7_4_shot19.jpg,1280,720
title,118,108,512,39,video7_7_4_shot19.jpg,1280,720
text box,117,177,625,109,video7_7_4_shot19.jpg,1280,720
figure,300,307,388,85,video7_7_4_shot19.jpg,1280,720
text box,117,449,712,31,video7_7_4_shot19.jpg,1280,720
text box,79,607,507,63,video7_7_4_shot19.jpg,1280,720
footer,118,683,70,17,video7_7_4_shot19.jpg,1280,720
picture,772,108,200,184,video7_7_4_shot19.jpg,1280,720
instructor,1008,428,271,290,video7_7_4_shot19.jpg,1280,720
text box,604,517,404,148,video7_7_4_shot19.jpg,1280,720
header,150,8,289,55,video7_7_4_shot6.jpg,1280,720
header,680,46,221,17,video7_7_4_shot6.jpg,1280,720
footer,120,683,65,18,video7_7_4_shot6.jpg,1280,720
title,116,103,727,49,video7_7_4_shot6.jpg,1280,720
chart,111,321,325,252,video7_7_4_shot6.jpg,1280,720
chart,556,303,453,272,video7_7_4_shot6.jpg,1280,720
text box,184,184,173,35,video7_7_4_shot6.jpg,1280,720
text box,713,184,127,33,video7_7_4_shot6.jpg,1280,720
text box,227,584,77,29,video7_7_4_shot6.jpg,1280,720
text box,694,581,193,23,video7_7_4_shot6.jpg,1280,720
text box,254,247,253,55,video7_7_4_shot6.jpg,1280,720
text box,785,253,134,50,video7_7_4_shot6.jpg,1280,720
handwriting,444,311,122,91,video7_7_4_shot6.jpg,1280,720
handwriting,189,325,76,60,video7_7_4_shot6.jpg,1280,720
handwriting,625,288,90,74,video7_7_4_shot6.jpg,1280,720
handwriting,889,321,91,88,video7_7_4_shot6.jpg,1280,720
instructor,1021,425,259,294,video7_7_4_shot6.jpg,1280,720
header,150,8,289,55,video7_7_4_shot7.jpg,1280,720
header,680,46,221,17,video7_7_4_shot7.jpg,1280,720
footer,120,683,65,18,video7_7_4_shot7.jpg,1280,720
instructor,1009,421,270,299,video7_7_4_shot7.jpg,1280,720
title,119,104,849,50,video7_7_4_shot7.jpg,1280,720
text box,120,423,531,41,video7_7_4_shot7.jpg,1280,720
text box,119,235,509,41,video7_7_4_shot7.jpg,1280,720
text box,121,329,497,41,video7_7_4_shot7.jpg,1280,720
text box,80,608,506,61,video7_7_4_shot7.jpg,1280,720
header,150,5,295,58,video7_7_4_shot9.jpg,1280,720
header,679,44,224,17,video7_7_4_shot9.jpg,1280,720
title,120,108,527,41,video7_7_4_shot9.jpg,1280,720
text box,117,170,781,69,video7_7_4_shot9.jpg,1280,720
figure,189,250,450,89,video7_7_4_shot9.jpg,1280,720
text box,118,361,734,35,video7_7_4_shot9.jpg,1280,720
text box,116,440,824,95,video7_7_4_shot9.jpg,1280,720
text box,119,550,281,27,video7_7_4_shot9.jpg,1280,720
text box,80,610,505,58,video7_7_4_shot9.jpg,1280,720
footer,119,682,67,19,video7_7_4_shot9.jpg,1280,720
instructor,1020,425,259,294,video7_7_4_shot9.jpg,1280,720
picture,903,88,97,97,video7_7_4_shot9.jpg,1280,720
header,148,5,297,59,video7_7_5_shot1.jpg,1280,720
header,678,46,223,16,video7_7_5_shot1.jpg,1280,720
title,121,107,585,47,video7_7_5_shot1.jpg,1280,720
